序列号,GPS时间,经度,纬度,x,y,速度(km/h),航向,工作状态,幅宽(m),深度(mm),深度标准值
363,2022/10/25 17:56,131.4738463,47.131611,5222012.83,460081.2677,0,0,FALSE,5.3,0,300
364,2022/10/25 17:56,131.4738467,47.13161083,5222012.811,460081.2979,0,0,FALSE,5.3,0,300
365,2022/10/25 17:56,131.473847,47.13161067,5222012.793,460081.3205,0,0,FALSE,5.3,0,300
366,2022/10/25 17:56,131.473847,47.13161067,5222012.793,460081.3205,0,0,FALSE,5.3,0,300
367,2022/10/25 17:56,131.4738472,47.13161083,5222012.811,460081.3358,0,0,FALSE,5.3,0,300
368,2022/10/25 17:56,131.473847,47.13161083,5222012.811,460081.3207,0,0,FALSE,5.3,0,300
369,2022/10/25 17:57,131.4738468,47.13161067,5222012.793,460081.3054,0,0,FALSE,5.3,0,300
370,2022/10/25 17:57,131.4738467,47.13161067,5222012.793,460081.2978,0,0,FALSE,5.3,0,300
371,2022/10/25 17:57,131.4738467,47.131611,5222012.83,460081.298,0,0,FALSE,5.3,0,300
372,2022/10/25 17:57,131.4738465,47.13161133,5222012.866,460081.2831,0,0,FALSE,5.3,0,300
373,2022/10/25 17:57,131.4738465,47.13161183,5222012.922,460081.2835,0,0,FALSE,5.3,0,300
374,2022/10/25 17:57,131.4738463,47.131612,5222012.941,460081.2684,0,0,FALSE,5.3,0,300
375,2022/10/25 17:57,131.4738465,47.13161217,5222012.96,460081.2837,0,0,FALSE,5.3,0,300
376,2022/10/25 17:57,131.4738467,47.1316125,5222012.996,460081.2991,0,0,FALSE,5.3,0,300
377,2022/10/25 17:57,131.473847,47.131613,5222013.052,460081.3223,0,0,FALSE,5.3,0,300
378,2022/10/25 17:57,131.4738472,47.13161333,5222013.088,460081.3377,0,0,FALSE,5.3,0,300
379,2022/10/25 17:57,131.4738473,47.13161367,5222013.126,460081.3455,0,0,FALSE,5.3,0,300
380,2022/10/25 17:57,131.4738472,47.131614,5222013.163,460081.3382,0,0,FALSE,5.3,0,300
381,2022/10/25 17:57,131.4738468,47.13161417,5222013.182,460081.308,0,0,FALSE,5.3,0,300
382,2022/10/25 17:57,131.473847,47.1316145,5222013.219,460081.3234,0,0,FALSE,5.3,0,300
383,2022/10/25 17:57,131.4738557,47.13161383,5222013.14,460081.983,0,0,FALSE,5.3,0,300
384,2022/10/25 17:58,131.4739177,47.131625,5222014.35,460086.6952,3.704,94.3,TRUE,5.3,387,300
385,2022/10/25 17:58,131.4740083,47.1316495,5222017.027,460093.5872,3.53732,100.1,TRUE,5.3,400,300
386,2022/10/25 17:58,131.4740903,47.13166483,5222018.69,460099.8199,3.72252,87.5,TRUE,5.3,400,300
387,2022/10/25 17:58,131.4741447,47.131676,5222019.904,460103.9555,2.38908,80.1,TRUE,5.3,400,300
388,2022/10/25 17:58,131.474193,47.131678,5222020.101,460107.6215,4.00032,87.2,TRUE,5.3,400,300
389,2022/10/25 17:58,131.4742528,47.131673,5222019.515,460112.1547,3.29656,97.1,TRUE,5.3,400,300
390,2022/10/25 17:58,131.4742902,47.13167883,5222020.144,460114.9965,0,0,FALSE,5.3,0,300
391,2022/10/25 17:58,131.4743318,47.1316915,5222021.531,460118.1622,2.90764,97.8,TRUE,5.3,354,300
392,2022/10/25 17:58,131.47438,47.13171333,5222023.934,460121.8353,0.77784,0,TRUE,5.3,373,300
393,2022/10/25 17:58,131.474389,47.13171267,5222023.856,460122.5177,0,0,FALSE,5.3,0,300
394,2022/10/25 17:58,131.474428,47.13171467,5222024.058,460125.478,0,0,FALSE,5.3,0,300
395,2022/10/25 17:58,131.4744822,47.1317195,5222024.568,460129.5937,4.8152,83.9,TRUE,5.3,347,300
396,2022/10/25 17:58,131.4745168,47.1317235,5222024.995,460132.2218,0,0,FALSE,5.3,0,300
397,2022/10/25 17:58,131.4745162,47.13172017,5222024.625,460132.1738,0,0,FALSE,5.3,0,300
398,2022/10/25 17:58,131.4745173,47.13171683,5222024.253,460132.2547,1.68532,247.9,FALSE,5.3,0,300
399,2022/10/25 17:59,131.4744677,47.13170867,5222023.371,460128.4855,0,277.4,FALSE,5.3,0,300
400,2022/10/25 17:59,131.4744722,47.13170533,5222022.997,460128.8245,0,115,FALSE,5.3,0,300
401,2022/10/25 17:59,131.4744677,47.13170317,5222022.76,460128.4814,5.6486,87,TRUE,5.3,400,300
402,2022/10/25 17:59,131.4745342,47.131706,5222023.04,460133.5288,1.09268,86.5,TRUE,5.3,400,300
403,2022/10/25 17:59,131.4744927,47.13170483,5222022.931,460130.3794,0,0,FALSE,5.3,0,300
404,2022/10/25 17:59,131.4744833,47.13170583,5222023.047,460129.667,0,88,FALSE,5.3,0,300
405,2022/10/25 17:59,131.4744792,47.13170633,5222023.105,460129.3563,0,0,FALSE,5.3,0,300
406,2022/10/25 17:59,131.474476,47.13170683,5222023.162,460129.1139,0,0,FALSE,5.3,0,300
407,2022/10/25 17:59,131.4744773,47.13170517,5222022.977,460129.2113,0,0,FALSE,5.3,0,300
408,2022/10/25 17:59,131.4744812,47.13170533,5222022.993,460129.5073,0,0,FALSE,5.3,0,300
409,2022/10/25 17:59,131.4744825,47.1317055,5222023.011,460129.606,0,0,FALSE,5.3,0,300
410,2022/10/25 17:59,131.4745003,47.13170983,5222023.483,460130.9597,4.40776,82.6,TRUE,5.3,400,300
411,2022/10/25 17:59,131.4745722,47.13171967,5222024.541,460136.422,0,0,FALSE,5.3,0,300
412,2022/10/25 17:59,131.4746297,47.13173033,5222025.696,460140.7925,3.53732,79.4,TRUE,5.3,397,300
413,2022/10/25 17:59,131.4747045,47.13174167,5222026.919,460146.4759,3.31508,88.1,TRUE,5.3,351,300
414,2022/10/25 18:00,131.474767,47.1317495,5222027.758,460151.2235,4.46332,78.7,TRUE,5.3,382,300
415,2022/10/25 18:00,131.4748213,47.131738,5222026.451,460155.3346,2.85208,69.2,TRUE,5.3,385,300
416,2022/10/25 18:00,131.4748707,47.13174767,5222027.501,460159.0897,3.55584,68.3,TRUE,5.3,347,300
417,2022/10/25 18:00,131.4749163,47.13176267,5222029.146,460162.5606,3.46324,74.1,TRUE,5.3,375,300
418,2022/10/25 18:00,131.4749807,47.13175667,5222028.446,460167.442,3.22248,80.7,TRUE,5.3,350,300
419,2022/10/25 18:00,131.4750328,47.13176217,5222029.031,460171.3989,4.00032,71.7,TRUE,5.3,368,300
420,2022/10/25 18:00,131.4751,47.131777,5222030.645,460176.5083,3.46324,92.9,TRUE,5.3,397,300
421,2022/10/25 18:00,131.4751405,47.131771,5222029.957,460179.5765,3.31508,79.1,TRUE,5.3,374,300
422,2022/10/25 18:00,131.4752022,47.13178533,5222031.519,460184.2683,4.4448,81.9,TRUE,5.3,370,300
423,2022/10/25 18:00,131.4752592,47.1317975,5222032.843,460188.6019,2.8706,73.9,TRUE,5.3,400,300
424,2022/10/25 18:00,131.4753153,47.13180183,5222033.296,460192.8613,3.27804,82.2,TRUE,5.3,397,300
425,2022/10/25 18:00,131.4753663,47.13180717,5222033.864,460196.7346,3.09284,72,TRUE,5.3,388,300
426,2022/10/25 18:00,131.475422,47.13180367,5222033.446,460200.9579,3.3336,74.6,TRUE,5.3,371,300
427,2022/10/25 18:00,131.47547,47.13180533,5222033.606,460204.6008,3.55584,80,TRUE,5.3,352,300
428,2022/10/25 18:00,131.4755315,47.13181383,5222034.52,460209.2731,3.3336,96.2,TRUE,5.3,363,300
429,2022/10/25 18:01,131.4755768,47.13183317,5222036.647,460212.7243,3.01876,84.5,TRUE,5.3,367,300
430,2022/10/25 18:01,131.4756372,47.131839,5222037.264,460217.3111,2.81504,91.2,TRUE,5.3,396,300
431,2022/10/25 18:01,131.4756843,47.13184233,5222037.611,460220.887,3.18544,75.1,TRUE,5.3,394,300
432,2022/10/25 18:01,131.4757472,47.131858,5222039.321,460225.6708,2.5928,77.9,TRUE,5.3,400,300
433,2022/10/25 18:01,131.4757935,47.13186667,5222040.261,460229.19,2.8706,95.2,TRUE,5.3,400,300
434,2022/10/25 18:01,131.475821,47.13185783,5222039.264,460231.2698,0,91.8,FALSE,5.3,0,300
435,2022/10/25 18:01,131.4758545,47.13185817,5222039.285,460233.8116,2.88912,85.8,TRUE,5.3,399,300
436,2022/10/25 18:01,131.4759167,47.131869,5222040.457,460238.5387,2.48168,81.4,TRUE,5.3,400,300
437,2022/10/25 18:01,131.4759693,47.13188617,5222042.339,460242.5422,3.37064,77.5,TRUE,5.3,370,300
438,2022/10/25 18:01,131.476012,47.13189033,5222042.78,460245.7849,2.778,77.2,TRUE,5.3,369,300
439,2022/10/25 18:01,131.4760778,47.13189283,5222043.025,460250.7789,2.75948,88.1,TRUE,5.3,400,300
440,2022/10/25 18:01,131.4761273,47.13189683,5222043.444,460254.5374,3.85216,80.5,TRUE,5.3,363,300
441,2022/10/25 18:01,131.4761918,47.1319045,5222044.264,460259.4366,3.37064,87.3,TRUE,5.3,368,300
442,2022/10/25 18:01,131.476257,47.13190817,5222044.639,460264.3859,3.40768,73.4,TRUE,5.3,396,300
443,2022/10/25 18:01,131.4763115,47.13191283,5222045.129,460268.5242,2.57428,69.4,TRUE,5.3,400,300
444,2022/10/25 18:02,131.4763772,47.13191367,5222045.189,460273.5094,4.5374,76.1,TRUE,5.3,400,300
445,2022/10/25 18:02,131.476456,47.13192733,5222046.668,460279.498,4.00032,84.1,TRUE,5.3,371,300
446,2022/10/25 18:02,131.4765215,47.13193317,5222047.284,460284.4717,3.01876,80.7,TRUE,5.3,373,300
447,2022/10/25 18:02,131.4765793,47.13193933,5222047.939,460288.8615,3.81512,79.1,TRUE,5.3,400,300
448,2022/10/25 18:02,131.4766412,47.13195017,5222049.113,460293.5658,3.29656,81.4,TRUE,5.3,373,300
449,2022/10/25 18:02,131.4767038,47.13195783,5222049.933,460298.3209,3.72252,85.9,TRUE,5.3,372,300
450,2022/10/25 18:02,131.4767757,47.13196383,5222050.563,460303.7803,5.03744,79.6,TRUE,5.3,400,300
451,2022/10/25 18:02,131.4768417,47.131965,5222050.66,460308.7885,4.4448,106.2,TRUE,5.3,373,300
452,2022/10/25 18:02,131.4768698,47.13197133,5222051.349,460310.9251,0,83.4,FALSE,5.3,0,300
453,2022/10/25 18:02,131.4768752,47.13197433,5222051.68,460311.337,0,0,FALSE,5.3,0,300
454,2022/10/25 18:02,131.4768033,47.13195967,5222050.087,460305.8712,4.18552,238.6,FALSE,5.3,0,300
455,2022/10/25 18:02,131.4767865,47.13193633,5222047.501,460304.5792,0,239.3,FALSE,5.3,0,300
456,2022/10/25 18:02,131.476797,47.13193683,5222047.551,460305.3762,0,0,FALSE,5.3,0,300
457,2022/10/25 18:02,131.4768048,47.13192867,5222046.64,460305.9619,0,0,FALSE,5.3,0,300
458,2022/10/25 18:02,131.4768098,47.1319255,5222046.285,460306.3389,0,0,FALSE,5.3,0,300
459,2022/10/25 18:03,131.4768095,47.13192733,5222046.488,460306.3175,0,0,FALSE,5.3,0,300
460,2022/10/25 18:03,131.4768135,47.131929,5222046.672,460306.6222,0,0,FALSE,5.3,0,300
461,2022/10/25 18:03,131.4768398,47.131943,5222048.215,460308.6279,2.11128,50.2,FALSE,5.3,0,300
462,2022/10/25 18:03,131.4768543,47.13196617,5222050.784,460309.7453,1.61124,358.5,FALSE,5.3,0,300
463,2022/10/25 18:03,131.476864,47.13198433,5222052.798,460310.4947,2.51872,34.2,FALSE,5.3,0,300
464,2022/10/25 18:03,131.47687,47.13201917,5222056.668,460310.9758,3.68548,32.3,FALSE,5.3,0,300
465,2022/10/25 18:03,131.4769053,47.13204633,5222059.669,460313.6742,0,39.4,FALSE,5.3,0,300
466,2022/10/25 18:03,131.4769067,47.132039,5222058.854,460313.775,2.2224,218.5,FALSE,5.3,0,300
467,2022/10/25 18:03,131.4768887,47.13200533,5222055.12,460312.3843,3.3336,212.2,FALSE,5.3,0,300
468,2022/10/25 18:03,131.4768683,47.13197117,5222051.332,460310.8112,3.16692,196.6,FALSE,5.3,0,300
469,2022/10/25 18:03,131.4768708,47.1319445,5222048.366,460310.981,3.00024,180.2,FALSE,5.3,0,300
470,2022/10/25 18:03,131.476868,47.1319505,5222049.035,460310.773,0,0,FALSE,5.3,0,300
471,2022/10/25 18:03,131.4768683,47.13195667,5222049.72,460310.8004,0,0,FALSE,5.3,0,300
472,2022/10/25 18:03,131.4768697,47.131958,5222049.867,460310.9076,0,0,FALSE,5.3,0,300
473,2022/10/25 18:03,131.476873,47.13195817,5222049.885,460311.1581,0,0,FALSE,5.3,0,300
474,2022/10/25 18:04,131.476893,47.13197617,5222051.876,460312.6888,3.37064,35.9,FALSE,5.3,0,300
475,2022/10/25 18:04,131.4769208,47.131998,5222054.288,460314.8142,4.3522,49.5,FALSE,5.3,0,300
476,2022/10/25 18:04,131.4769468,47.13202683,5222057.48,460316.8082,1.55568,349.9,FALSE,5.3,0,300
477,2022/10/25 18:04,131.4769505,47.132016,5222056.274,460317.0809,5.33376,183.2,FALSE,5.3,0,300
478,2022/10/25 18:04,131.476959,47.13196217,5222050.286,460317.6857,5.16708,183,FALSE,5.3,0,300
479,2022/10/25 18:04,131.4769468,47.13194333,5222048.197,460316.7461,0,194.7,FALSE,5.3,0,300
480,2022/10/25 18:04,131.4769345,47.13195683,5222049.705,460315.823,0,0,FALSE,5.3,0,300
481,2022/10/25 18:04,131.4769398,47.13196033,5222050.091,460316.2277,0,0,FALSE,5.3,0,300
482,2022/10/25 18:04,131.4769553,47.13198367,5222052.678,460317.421,3.74104,23.6,TRUE,5.3,400,300
483,2022/10/25 18:04,131.476972,47.1320275,5222057.542,460318.7206,3.72252,15.7,TRUE,5.3,400,300
484,2022/10/25 18:04,131.4769872,47.13207617,5222062.945,460319.91,4.5374,5.9,TRUE,5.3,400,300
485,2022/10/25 18:04,131.4769982,47.132132,5222069.146,460320.7861,6.37088,8.7,TRUE,5.3,400,300
486,2022/10/25 18:04,131.4770053,47.13218583,5222075.127,460321.3648,6.482,5.9,TRUE,5.3,400,300
487,2022/10/25 18:04,131.4770198,47.132248,5222082.031,460322.5111,6.37088,0.3,TRUE,5.3,400,300
488,2022/10/25 18:04,131.4770232,47.13230817,5222088.719,460322.8138,6.70424,6.5,TRUE,5.3,400,300
489,2022/10/25 18:05,131.477018,47.13238333,5222097.077,460322.4752,7.44504,6.1,TRUE,5.3,397,300
490,2022/10/25 18:05,131.477013,47.1324655,5222106.215,460322.157,7.61172,359.2,TRUE,5.3,400,300
491,2022/10/25 18:05,131.4770447,47.13255533,5222116.186,460324.6288,8.29696,3.9,TRUE,5.3,400,300
492,2022/10/25 18:05,131.4770478,47.13264617,5222126.283,460324.9315,6.72276,357.2,TRUE,5.3,400,300
493,2022/10/25 18:05,131.4770392,47.13271517,5222133.958,460324.3304,5.75972,0.6,TRUE,5.3,400,300
494,2022/10/25 18:05,131.4770682,47.13277367,5222140.447,460326.574,5.42636,4.9,TRUE,5.3,400,300
495,2022/10/25 18:05,131.4770868,47.13284433,5222148.293,460328.0377,7.889521,6.1,TRUE,5.3,400,300
496,2022/10/25 18:05,131.4770968,47.13291533,5222156.182,460328.8492,7.2228,3,TRUE,5.3,400,300
497,2022/10/25 18:05,131.4771163,47.13298617,5222164.047,460330.3813,6.6672,8.6,TRUE,5.3,400,300
498,2022/10/25 18:05,131.4771285,47.13306617,5222172.935,460331.3663,7.75988,359.2,TRUE,5.3,400,300
499,2022/10/25 18:05,131.477126,47.13315133,5222182.404,460331.24,7.29688,2.6,TRUE,5.3,400,300
500,2022/10/25 18:05,131.4771312,47.133226,5222190.702,460331.69,7.94508,2.1,TRUE,5.3,400,300
501,2022/10/25 18:05,131.4771442,47.13329983,5222198.904,460332.7312,7.94508,12,TRUE,5.3,400,300
502,2022/10/25 18:05,131.4771437,47.1333835,5222208.206,460332.7555,7.852479,5.4,TRUE,5.3,400,300
503,2022/10/25 18:05,131.4771697,47.133477,5222218.587,460334.7975,7.871,6.9,TRUE,5.3,400,300
504,2022/10/25 18:06,131.4771842,47.13353967,5222225.547,460335.9442,6.77832,7.2,TRUE,5.3,400,300
505,2022/10/25 18:06,131.4771975,47.13362333,5222234.841,460337.0154,6.64868,2.9,TRUE,5.3,400,300
506,2022/10/25 18:06,131.4772188,47.13370017,5222243.373,460338.6885,8.2414,359.6,TRUE,5.3,400,300
507,2022/10/25 18:06,131.4772217,47.13378383,5222252.672,460338.9707,6.81536,356.8,TRUE,5.3,400,300
508,2022/10/25 18:06,131.4772222,47.13386367,5222261.548,460339.068,7.1302,2,TRUE,5.3,400,300
509,2022/10/25 18:06,131.477215,47.13394167,5222270.223,460338.5797,6.59312,5.3,TRUE,5.3,400,300
510,2022/10/25 18:06,131.4772267,47.13402017,5222278.944,460339.5257,7.14872,7.3,TRUE,5.3,400,300
511,2022/10/25 18:06,131.47723,47.134098,5222287.595,460339.834,6.96352,11.9,TRUE,5.3,400,300
512,2022/10/25 18:06,131.4772393,47.134165,5222295.039,460340.5893,7.61172,1.3,TRUE,5.3,400,300
513,2022/10/25 18:06,131.4772597,47.134242,5222303.589,460342.1942,7.2228,2.4,TRUE,5.3,400,300
514,2022/10/25 18:06,131.4772607,47.13431767,5222312.001,460342.3263,7.05612,5.3,TRUE,5.3,400,300
515,2022/10/25 18:06,131.4772735,47.13438917,5222319.943,460343.3506,6.35236,5,TRUE,5.3,400,300
516,2022/10/25 18:06,131.4772842,47.13445583,5222327.349,460344.2119,7.33392,7.2,TRUE,5.3,400,300
517,2022/10/25 18:06,131.477295,47.1345395,5222336.645,460345.0934,7.11168,4.4,TRUE,5.3,400,300
518,2022/10/25 18:06,131.4773123,47.1346085,5222344.307,460346.4572,7.6858,8.2,TRUE,5.3,400,300
519,2022/10/25 18:07,131.4773248,47.134681,5222352.361,460347.4594,7.61172,6.1,TRUE,5.3,400,300
520,2022/10/25 18:07,131.4773355,47.134763,5222361.472,460348.3321,7.25984,5.3,TRUE,5.3,400,300
521,2022/10/25 18:07,131.477344,47.13483967,5222369.991,460349.0339,8.44512,3.7,TRUE,5.3,400,300
522,2022/10/25 18:07,131.4773603,47.134912,5222378.024,460350.3242,7.79692,1.6,TRUE,5.3,400,300
523,2022/10/25 18:07,131.4773827,47.13498283,5222385.887,460352.0763,7.18576,13.5,TRUE,5.3,400,300
524,2022/10/25 18:07,131.4773987,47.13507267,5222395.867,460353.3569,7.408,3.2,TRUE,5.3,400,300
525,2022/10/25 18:07,131.4773887,47.1351555,5222405.08,460352.6598,7.38948,7.6,TRUE,5.3,400,300
526,2022/10/25 18:07,131.4773982,47.135225,5222412.802,460353.4321,7.51912,3.7,TRUE,5.3,400,300
527,2022/10/25 18:07,131.477406,47.135303,5222421.469,460354.0818,7.889521,12.7,TRUE,5.3,400,300
528,2022/10/25 18:07,131.4774065,47.13535117,5222426.824,460354.1556,0,28.4,FALSE,5.3,0,300
529,2022/10/25 18:07,131.4773995,47.13534783,5222426.457,460353.6221,0,0,FALSE,5.3,0,300
530,2022/10/25 18:07,131.4773995,47.13534083,5222425.678,460353.6169,0,0,FALSE,5.3,0,300
531,2022/10/25 18:07,131.4774013,47.13533617,5222425.159,460353.7499,0,0,FALSE,5.3,0,300
532,2022/10/25 18:07,131.4774007,47.13533433,5222424.955,460353.7031,0,0,FALSE,5.3,0,300
533,2022/10/25 18:07,131.4774005,47.1353335,5222424.863,460353.6873,0,0,FALSE,5.3,0,300
534,2022/10/25 18:08,131.4774008,47.135332,5222424.696,460353.7089,0,0,FALSE,5.3,0,300
535,2022/10/25 18:08,131.4774033,47.1353305,5222424.528,460353.8975,0,0,FALSE,5.3,0,300
536,2022/10/25 18:08,131.4774052,47.1353295,5222424.416,460354.0409,0,0,FALSE,5.3,0,300
537,2022/10/25 18:08,131.477406,47.13532883,5222424.341,460354.101,0,0,FALSE,5.3,0,300
538,2022/10/25 18:08,131.477407,47.13532883,5222424.34,460354.1769,0,0,FALSE,5.3,0,300
539,2022/10/25 18:08,131.4774073,47.13532917,5222424.378,460354.1999,0,0,FALSE,5.3,0,300
540,2022/10/25 18:08,131.477408,47.13532933,5222424.396,460354.2531,0,0,FALSE,5.3,0,300
541,2022/10/25 18:08,131.4774088,47.135329,5222424.358,460354.3136,0,0,FALSE,5.3,0,300
542,2022/10/25 18:08,131.4774102,47.13532867,5222424.321,460354.4196,0,0,FALSE,5.3,0,300
543,2022/10/25 18:08,131.4774113,47.13532867,5222424.321,460354.503,0,0,FALSE,5.3,0,300
544,2022/10/25 18:08,131.4774127,47.1353285,5222424.301,460354.6091,0,0,FALSE,5.3,0,300
545,2022/10/25 18:08,131.4774137,47.135328,5222424.245,460354.6846,0,0,FALSE,5.3,0,300
546,2022/10/25 18:08,131.4774143,47.13532767,5222424.208,460354.7299,0,0,FALSE,5.3,0,300
547,2022/10/25 18:08,131.4774152,47.13532717,5222424.152,460354.7978,0,84.8,FALSE,5.3,0,300
548,2022/10/25 18:08,131.4774158,47.1353265,5222424.077,460354.8428,0,0,FALSE,5.3,0,300
549,2022/10/25 18:09,131.4774163,47.135326,5222424.021,460354.8803,0,0,FALSE,5.3,0,300
550,2022/10/25 18:09,131.4774162,47.13532583,5222424.002,460354.8726,0,0,FALSE,5.3,0,300
551,2022/10/25 18:09,131.477416,47.13532567,5222423.985,460354.8573,0,0,FALSE,5.3,0,300
552,2022/10/25 18:09,131.4774153,47.13532583,5222424.003,460354.8043,0,0,FALSE,5.3,0,300
553,2022/10/25 18:09,131.4774148,47.13532583,5222424.003,460354.7664,0,0,FALSE,5.3,0,300
554,2022/10/25 18:09,131.4774142,47.135326,5222424.022,460354.721,0,0,FALSE,5.3,0,300
555,2022/10/25 18:09,131.4774257,47.1353425,5222425.851,460355.6057,0.87044,15.3,TRUE,5.3,400,300
556,2022/10/25 18:09,131.4774548,47.13540283,5222432.543,460357.8582,4.74112,20.2,TRUE,5.3,400,300
557,2022/10/25 18:09,131.477462,47.1354775,5222440.841,460358.4599,5.093,11.7,TRUE,5.3,270,300
558,2022/10/25 18:09,131.4774705,47.13553183,5222446.876,460359.1451,5.24116,11.2,TRUE,5.3,259,300
559,2022/10/25 18:09,131.4774742,47.13557817,5222452.026,460359.4602,5.6486,10.8,TRUE,5.3,152,300
560,2022/10/25 18:09,131.4774895,47.13562433,5222457.15,460360.6552,5.25968,340.3,FALSE,5.3,0,300
561,2022/10/25 18:09,131.4774942,47.1356655,5222461.725,460361.0424,3.00024,4.6,FALSE,5.3,0,300
562,2022/10/25 18:09,131.4774933,47.13567067,5222462.3,460360.978,2.5002,0.9,TRUE,5.3,234,300
563,2022/10/25 18:09,131.4775028,47.135725,5222468.335,460361.739,4.33368,4.5,TRUE,5.3,224,300
564,2022/10/25 18:10,131.47749,47.13576517,5222472.808,460360.7978,0,348.3,FALSE,5.3,0,300
565,2022/10/25 18:10,131.4774865,47.1357625,5222472.513,460360.5303,3.11136,151.8,FALSE,5.3,0,300
566,2022/10/25 18:10,131.4774963,47.13575217,5222471.359,460361.2661,0,139.9,FALSE,5.3,0,300
567,2022/10/25 18:10,131.477508,47.13575033,5222471.149,460362.1523,2.88912,102.5,FALSE,5.3,0,300
568,2022/10/25 18:10,131.477516,47.13576517,5222472.794,460362.7703,0.38892,90,FALSE,5.3,0,300
569,2022/10/25 18:10,131.4774892,47.13578283,5222474.771,460360.7503,0,0,FALSE,5.3,0,300
570,2022/10/25 18:10,131.4774842,47.135786,5222475.126,460360.3733,0,0,FALSE,5.3,0,300
571,2022/10/25 18:10,131.4774518,47.1357975,5222476.421,460357.9239,5.16708,254.5,FALSE,5.3,0,300
572,2022/10/25 18:10,131.4773752,47.13580133,5222476.886,460352.1157,6.24124,265.5,FALSE,5.3,0,300
573,2022/10/25 18:10,131.4773137,47.13579567,5222476.288,460347.4459,0.90748,256.5,FALSE,5.3,0,300
